titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
It just took a little longer for my…,Kimberly,Rated 4 out of 5 stars,US,1 review,2019-03-03T23:37:31.000Z,,It just took a little longer for my device to ship.
Everyone was very helpful,Heather,Rated 5 out of 5 stars,US,1 review,2019-03-03T23:31:17.000Z,,"Everyone was very helpful! Took a lot of time with me, made sure I got the service and support to make the loss of phone as minimally frustrating as possible"
Fast shipping/ easy ordering online,Melissa,Rated 5 out of 5 stars,US,1 review,2019-03-03T23:24:18.000Z,,"Fast shipping, easy online process, no wait times on the phone and scheduling a time to set up the device was easy and painless! Great experience! Also love that you get a discount for not having to need to use it to replace a phone, saved me a lot of money as I don’t use my insurance often!"
Impressed,Rachel,Rated 5 out of 5 stars,US,1 review,2019-03-03T22:06:38.000Z,,"I dreaded making the claim due to past experiences, but Asurion made my day! Processing the claim was so easy and my phone was here in no time. Thank you!"
Fast and responsive,Steven,Rated 4 out of 5 stars,US,1 review,2019-03-03T21:58:00.000Z,,"Fast and responsive, website a little tricky for me to navigate"
Very user friendly and got my device…,Carolanne,Rated 5 out of 5 stars,US,2 reviews,2019-03-03T21:47:56.000Z,,Very user friendly and got my device before expected delivery time. 10/10
Assurion,Sergio,Rated 5 out of 5 stars,US,1 review,2019-03-03T21:37:46.000Z,,Well done by the rep.
Happy,Lady,Rated 5 out of 5 stars,US,1 review,2019-03-03T20:14:45.000Z,,Great experience
I got my replacement phone in 1 day…,Robert,Rated 5 out of 5 stars,US,1 review,2019-03-03T19:40:18.000Z,,I got my replacement phone in 1 day which my girlfriend enjoyed
Great customer service,JB ,Rated 5 out of 5 stars,US,1 review,2019-03-03T19:37:36.000Z,,Great customer service. Friendly and professional. Best part - it was fast and easy.
Thanks!,DARRELL S,Rated 5 out of 5 stars,US,1 review,2019-03-03T19:36:15.000Z,,Service was quick and easy to use. Thank you
Asurion great service,Kurt,Rated 5 out of 5 stars,US,1 review,2019-03-03T19:09:41.000Z,,Asurion great service New phone arrived the following day by FedEx 850am after  completing online form.  Called in to registered phone.Done everything just like before.
Very Friendly and Fast Service!,Nehemiah,Rated 5 out of 5 stars,US,1 review,2019-03-03T19:06:27.000Z,,
Ordered online one day and got it…,Will,Rated 5 out of 5 stars,US,1 review,2019-03-03T19:01:26.000Z,,Ordered online one day and got it within 2 days. No problems at all
Satisfied customer,Marcene,Rated 5 out of 5 stars,US,1 review,2019-03-03T18:59:19.000Z,,The process could not have been any easier. Now I see the value in insuring my phone.
thank you,Sarah,Rated 5 out of 5 stars,US,1 review,2019-03-03T18:47:11.000Z,,thank you. was really easy
Great,Edward,Rated 5 out of 5 stars,US,1 review,2019-03-03T18:39:12.000Z,,Very helpful. Service great!
It was here in time,Deborah,Rated 5 out of 5 stars,US,1 review,2019-03-03T18:31:38.000Z,,It was here in time. It is what we expected. And it was very easy ones we took it down to the AT&T store to get it swapped over
it came in earlier than I expected,Henry,Rated 5 out of 5 stars,US,1 review,2019-03-03T18:30:53.000Z,,
Great service I would defiantly…,Rajendraprasad,Rated 5 out of 5 stars,US,1 review,2019-03-03T17:58:14.000Z,,Great service I would defiantly recommend this to anyone
Received new phone in a timely manner…,KATHLEEN V,Rated 5 out of 5 stars,US,1 review,2019-03-03T17:54:40.000Z,,Received new phone in a timely manner and turning in the damaged phone was easy
Thank you for being patient with me and…,TANYA N,Rated 5 out of 5 stars,US,1 review,2019-03-03T17:26:41.000Z,,"Thank you for being patient with me and kind. This is such an easy thing to do and wow, my new tablet was here in a day."
It was a great transaction between…,Antonio,Rated 5 out of 5 stars,US,1 review,2019-03-03T17:16:42.000Z,,It was a great transaction between myself and the respective person on the other end.
Very quick turn around.,Jacmacrose,Rated 5 out of 5 stars,US,2 reviews,2019-03-03T17:01:37.000Z,,
Poor quality refurbished devices.,Javier,Rated 1 out of 5 stars,US,1 review,2019-03-03T16:40:25.000Z,,"I made a claim on my phone for a broken screen, I got a replacement phone fast however the replacement phones camera took really bad pictures and the screen was really poor quality. I’m not sure it’s the insurance company’s fault, however they’ve had to replace my phone 4 times because every phone they’ve sent me is defective in one way or another and the replacement parts they are using to refurbish the phones are of extremely low quality.  At this point I’m disappointed with paying my phone company a monthly insurance fee and no getting a quality service."
Great!,Jonathan,Rated 5 out of 5 stars,US,1 review,2019-03-03T16:39:36.000Z,,"I was really worried that my stolen phone wouldn’t get replaced just a month after I had purchased it. I was so relieved that Asurion covered most of the cost of the replacement, it really took my stress away. Thank you."
Phone came very fast,Richard,Rated 4 out of 5 stars,US,1 review,2019-03-03T15:48:11.000Z,,"Phone came very fast, and I took it in to the store to get data transferred. I am a long ways from anywhere so the whole transaction took longer than normal.  Just mailed the old phone back.  I did have some trouble clearing all the data off my old phone, but that was my fault.  Thanks"
Asurion is awesome!,Baer,Rated 5 out of 5 stars,US,1 review,2019-03-03T14:42:31.000Z,,
Ownet,"Herb Smith Construction, Inc",Rated 5 out of 5 stars,US,2 reviews,2019-03-03T14:36:49.000Z,,Excellent service!
Quick turnaround time,MARTINA S,Rated 5 out of 5 stars,US,1 review,2019-03-03T14:18:00.000Z,,Quick turnaround time. Glad to have my phone covered when I needed it.
Quick shipment replacement phone works…,STEVEN B,Rated 5 out of 5 stars,US,1 review,2019-03-03T14:14:59.000Z,,Quick shipment replacement phone works great.
"Friendly, courteous, fast",Dan,Rated 5 out of 5 stars,US,1 review,2019-03-03T13:58:03.000Z,,The associate who assisted with our claim was friendly and courteous. The turnaround was quick.
Very helpful and fast service,Kim,Rated 4 out of 5 stars,US,2 reviews,2019-03-03T13:48:09.000Z,,
everything went smooth and easy,CARRIE B,Rated 5 out of 5 stars,US,1 review,2019-03-03T13:44:05.000Z,,
Very satisfied,S A,Rated 5 out of 5 stars,US,1 review,2019-03-03T12:23:32.000Z,,
Great experience,ALLAN H,Rated 5 out of 5 stars,US,1 review,2019-03-03T12:13:12.000Z,,Great customer service
Satisfied,SANDHYA V,Rated 5 out of 5 stars,US,1 review,2019-03-03T12:02:55.000Z,,Satisfied with the service !!!
Techs were very helpful and…,Martha,Rated 4 out of 5 stars,US,1 review,2019-03-03T12:02:22.000Z,,Techs were very helpful and knowledgable. Solved one of my issues. Now I need to call back for another issue that popped up. I'm getting use to an upgraded phone. The features aren't operating the same as with the other phone. I would expect the same feature to operate better since it's an upgrade.
Was very efficient!,BILLY G,Rated 5 out of 5 stars,US,1 review,2019-03-03T11:56:28.000Z,,
Service was fast and I also got a…,Danny,Rated 5 out of 5 stars,US,1 review,2019-03-03T08:43:06.000Z,,Service was fast and I also got a discount
Asurion is awesome,SONYE ,Rated 5 out of 5 stars,US,1 review,2019-03-03T06:19:30.000Z,,Asurion is awesome. That's what all insurances should be about.  The satisfaction of the customer. No questions asked and received a new phone the next day.  It's amazing!!
Very satisfied customer,Victor,Rated 4 out of 5 stars,US,1 review,2019-03-03T05:13:58.000Z,,I am very satisfied with your prompt services and I’m grateful because I received my new phone right away.  Thank you!
Replacement handled quickly,Gold Hill Bookkeeping,Rated 4 out of 5 stars,US,1 review,2019-03-03T04:50:16.000Z,,"Replacement handled quickly. Support available, no problems"
Online claim,Trudy,Rated 4 out of 5 stars,US,1 review,2019-03-03T04:45:51.000Z,,Using the online claim was super easy and much faster than calling
Phone is having issues what do we do now,CHRISTY B,Rated 5 out of 5 stars,US,1 review,2019-03-03T04:10:11.000Z,,
Fast!!!,FRANK M,Rated 5 out of 5 stars,US,1 review,2019-03-03T04:08:20.000Z,,Fast!!!! Awesome to deal with.
👍🏼 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,PABANDEEP S,Rated 5 out of 5 stars,US,1 review,2019-03-03T04:05:47.000Z,,👍🏼 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼Great
I still haven't gotten my 30 dollars…,RYAN K,Rated 4 out of 5 stars,US,2 reviews,2019-03-03T03:31:15.000Z,,I still haven't gotten my 30 dollars back when I was told it would be returned to me
Great service !!,Lisa,Rated 5 out of 5 stars,US,1 review,2019-03-03T02:37:16.000Z,,
quick and great service,IOANNIS P,Rated 5 out of 5 stars,US,4 reviews,2019-03-03T02:05:09.000Z,,I always get my equipment  on time and quickly. they over night it and no delays.
No Problem!,William,Rated 5 out of 5 stars,US,1 review,2019-03-03T01:13:27.000Z,,Everything from filing the claim to getting the phone the next day was smooth and easy!
I had a good experience,Chris,Rated 5 out of 5 stars,US,1 review,2019-03-02T23:48:24.000Z,,I had a good experience. Very caring and helpful staff. Smooth transition.
Hard to find instructions,Cyn. ,Rated 4 out of 5 stars,US,3 reviews,2019-03-02T23:36:18.000Z,,Service is ok. It’s hard to get instructions how to file a claim. Att store did not help they just gave me how to do it. Other than that easy going it just take time for the process.
Easy and hassle free process,NavyHoldi99,Rated 5 out of 5 stars,US,3 reviews,2019-03-02T23:16:14.000Z,,Son’s iPhone 7 had mechanical issues and was unusable. New phone came next day and had no issues. Super easy!
They always answer the phone in a…,SERGIO Vazquez,Rated 5 out of 5 stars,US,1 review,2019-03-02T22:59:03.000Z,,They always answer the phone in a properly.Help me very well with m y claim. Very knowledge staff.
Great service,Dawn,Rated 4 out of 5 stars,US,1 review,2019-03-02T22:31:28.000Z,,
Wonderful experience,Richard,Rated 5 out of 5 stars,US,1 review,2019-03-02T22:08:11.000Z,,Wonderful experience. Friendly and very helpful.
They were fast and efficient,Jeromy F,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T21:57:42.000Z,,"They were fast and efficient.  My son’s phone was stolen on a Friday at school.  By Monday afternoon, we had his new phone."
She got a phone,JUDITH G,Rated 4 out of 5 stars,US,1 review,2019-03-02T21:57:08.000Z,,
Repair,James,Rated 5 out of 5 stars,US,3 reviews,2019-03-02T21:23:23.000Z,,The repair process was quick and easy.
wasn't able to use my apple Id,Lillian,Rated 5 out of 5 stars,US,1 review,2019-03-02T20:54:58.000Z,,"wasn't able to use my apple Id, texted info they sent, now, got it going so greatful"
Reported phone defect and within a day…,Michelle,Rated 5 out of 5 stars,US,1 review,2019-03-02T20:50:28.000Z,,Reported phone defect and within a day got a replacement while on vacation. Now that's service. Thanks
Great,BRYAN D,Rated 5 out of 5 stars,US,1 review,2019-03-02T19:27:59.000Z,,"Great, it's fine thank you"
Fairly easy experience filing a claim…,Angela,Rated 4 out of 5 stars,US,1 review,2019-03-02T19:19:50.000Z,,Fairly easy experience filing a claim and getting another phone.
The easiest experience I've ever had…,pdibenedetto,Rated 5 out of 5 stars,US,1 review,2019-03-02T19:00:30.000Z,,The easiest experience I've ever had replacing a phone.
Experience was excellent,Connie,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T18:35:58.000Z,,
Speedy and reliable service.,MARK A,Rated 5 out of 5 stars,US,1 review,2019-03-02T18:20:40.000Z,,
Outstanding borimp attention,Shari,Rated 5 out of 5 stars,US,1 review,2019-03-02T17:53:32.000Z,,Outstanding borimp attention. No fuss no bother. New phone arrived exactly as required and likewise telephone call for technical help setting up new phone. Unfortunately cel sent was d fective and second one sent.
Good costumer service..,No name,Rated 5 out of 5 stars,US,1 review,2019-03-02T17:43:21.000Z,,
great job helping me transferring and…,John,Rated 5 out of 5 stars,US,1 review,2019-03-02T17:34:53.000Z,,great job helping me transferring and setup . thanks again
Rapid overnight service,Thomas,Rated 4 out of 5 stars,US,1 review,2019-03-02T17:34:31.000Z,,Rapid overnight service. AT&T staff filled out claim for me.  Appreciate return label do I could ship damaged phone.
"Good customer service, Terrible technicians!",Julia,Rated 1 out of 5 stars,US,1 review,2019-03-02T17:26:50.000Z,,"While your techs were polite, they made my phone worse. Not only did the home button stop working after they replaced the screen, but the right side sleep button had problems as well.  I had to push it 6-7 times to get the screen to come on.  The “experienced” tech said he had 10 years experience. He said “since I was 12 years old”.   Clearly he needs more years and to be honest about the consequences of having the screen replaced.  Nice guys, terrible technicians."
Quick great service,Anonymous,Rated 5 out of 5 stars,US,1 review,2019-03-02T17:11:04.000Z,,
AT&T staff was most helpful in help me…,Sandra,Rated 5 out of 5 stars,US,1 review,2019-03-02T17:07:40.000Z,,AT&T staff was most helpful in help me to process my claim and Asurion's response was rapid.
Quick and easy!,Crystal,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T16:53:54.000Z,,
Awesome Service,Casimiro,Rated 5 out of 5 stars,US,1 review,2019-03-02T16:44:45.000Z,,
fast replacement,HD Golf,Rated 5 out of 5 stars,US,1 review,2019-03-02T16:42:34.000Z,,
Great agents,Terry,Rated 5 out of 5 stars,US,1 review,2019-03-02T16:24:26.000Z,,"Great agents, no Run-around, fast a polite service, received  my replacement phone and it was up and running the next day. Great company!!"
This was the fastest service yet,Debra,Rated 5 out of 5 stars,US,4 reviews,2019-03-02T16:15:40.000Z,,This was the fastest service yet! Made a claim late one afternoon and had the replacement the next day!
The young lady that I spoke with to set…,Catherine,Rated 5 out of 5 stars,US,4 reviews,2019-03-02T16:00:17.000Z,,The young lady that I spoke with to set up the new phone was phenomenal!
Phone replacement was delivered as…,Teresa,Rated 5 out of 5 stars,US,1 review,2019-03-02T15:39:20.000Z,,"Phone replacement was delivered as promised , on time and chargedReturn process was easy and I even got a reduced copay due to 12 months without a claim"
Quick and easy.,Kari,Rated 5 out of 5 stars,US,1 review,2019-03-02T15:36:30.000Z,,
Good,Roniesha,Rated 5 out of 5 stars,US,1 review,2019-03-02T15:28:49.000Z,,The phone is great
Very responsive and followup was right…,MICHAEL M,Rated 5 out of 5 stars,US,3 reviews,2019-03-02T15:23:56.000Z,,Very responsive and followup was right up there as well....
The young man at the ATT store was so…,Leslie,Rated 5 out of 5 stars,US,1 review,2019-03-02T15:12:25.000Z,,The young man at the ATT store was so very kind and patient in sharing how to make a claim.
Asurion worst insurance company ever,Ju La,,US,1 review,2019-03-02T15:05:22.000Z,,"This company has made it so difficult to resolve your problem. They give you the run around. Terrible customer service. They treat you as if they are bill collectors , so rude. I’ve had at&t insurance before and it was so easy! Never again will I be paying for insurance. I rather just save my $10 a mth and just go to a screen fixing kiosk!"
Excellent service.,Yolanda,Rated 5 out of 5 stars,US,1 review,2019-03-02T15:04:30.000Z,,
Easy and they sent reminders of…,Shirley,Rated 4 out of 5 stars,US,1 review,2019-03-02T14:51:40.000Z,,"Easy and they sent reminders of payments, I would use them again for a large purchase."
Excellent seevice,MELBA H,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T14:42:20.000Z,,
Very convenient and helpful to process…,Alicia,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T14:38:16.000Z,,Very convenient and helpful to process claim online
GREAT experience,LINDA W,Rated 5 out of 5 stars,US,1 review,2019-03-02T14:36:32.000Z,,
My experience with Asurion employees…,Sean,Rated 4 out of 5 stars,US,1 review,2019-03-02T14:18:46.000Z,,"My experience with Asurion employees was fabulous. Everyone I spoke with was professional, polite, and did their part expeditiously. My problem is the devices that I was sent don't work well in the speaker mode which I have to use often due to being hard of hearing and depending on hearing aids. My original Samsung Galaxy S7 worked great in speaker mode. It has been replaced twice and neither replacement has worked well in speaker mode. By the way, I hear the person I'm speaking with fine, but they have difficulty hearing me for a multitude of reasons from clicking sounds to static and my voice fading in and out."
Great experience,Denise,Rated 5 out of 5 stars,US,3 reviews,2019-03-02T14:16:52.000Z,,Great experience. Quick and efficient. Thank You
You’re the best ever,Deo,Rated 5 out of 5 stars,US,1 review,2019-03-02T13:53:09.000Z,,
It came the next day and it was a…Right on time,DONNA ,Rated 5 out of 5 stars,US,1 review,2019-03-02T13:37:35.000Z,,It came the next day and it was a beautiful watch.  Thank you!
Excellent-customer service and…,Beverly,Rated 5 out of 5 stars,US,1 review,2019-03-02T13:34:32.000Z,,Excellent-customer service and responsive time. Received my phone within two days.
The team at Asurion way exceeded my…,Alexander ,Rated 5 out of 5 stars,US,1 review,2019-03-02T13:33:13.000Z,,"The team at Asurion way exceeded my expectations.  Everything ran so smoothly and efficiently.  I was truly impressed.Thank you so much,Alex Kiss"
Thank you for standing behind your…,ANGELIA S,Rated 5 out of 5 stars,US,1 review,2019-03-02T13:17:52.000Z,,Thank you for standing behind your tablet.
Very fast hassle free,Michael,Rated 5 out of 5 stars,US,1 review,2019-03-02T12:50:17.000Z,,
Grateful for very quick service and…,WANDA B,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T12:41:33.000Z,,Grateful for very quick service and convenient method to accomplish the transaction.
Very fast service,Peter,Rated 5 out of 5 stars,US,1 review,2019-03-02T12:20:00.000Z,,"Very fast service. Filed claim on Sunday, replacement (newer) phone arrived Tuesday morning. Prepaid return shipping label made the process very easy, they even give you tape for the box! This was my second claim over a number of years and both times the service was excellent."
Awesome and fast service,Robin,Rated 5 out of 5 stars,US,1 review,2019-03-02T12:13:47.000Z,,
Good communication about the process…,Terry,Rated 5 out of 5 stars,US,1 review,2019-03-02T12:12:06.000Z,,Good communication about the process and a speedy delivery of my new phone.
Iphone replacement,Charles,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T12:07:40.000Z,,It was hard but we got it done
Great service!!,Tay,Rated 5 out of 5 stars,PR,1 review,2019-03-02T12:02:32.000Z,,
I HAVE NEVER HAD PROBLEMS WITH A PHONE,BRIGETTE M,Rated 5 out of 5 stars,US,1 review,2019-03-02T11:56:22.000Z,,"I HAVE NEVER HAD PROBLEMS WITH A PHONE. Had my first flip for like 8 years. All of this happened  in 3-4 weeks. One phone had been cracked from a fall, kept it for months still worked fine, but it started doing odd things. I made claim and in 1 day new phone. Then new PHONE suddenly, no screen and deep internal crack could be seen, no clue what happened . NEW phone, no questions asked in 1 day... wow! easy peasy. Well WORTH THE COST OF INSURANCE."
Excellent service,SmokeDaGhost,Rated 5 out of 5 stars,US,1 review,2019-03-02T11:49:59.000Z,,"Excellent service: efficent claim service, shipped and received in under 24 hours! 👍🏼"
Quick service,Shawanta,Rated 5 out of 5 stars,US,1 review,2019-03-02T11:49:46.000Z,,Quick service. No hassle. Easy to file a claim. I'm very satisfied.
It was a no biggy I talked to them they…,Epifanio,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T11:26:54.000Z,,It was a no biggy I talked to them they asked me a few questions next they said okay 30.00 and you should receive in two days and it was overnighted it was the best I have had ever
Got phone next day,RONALD Rich,Rated 5 out of 5 stars,US,1 review,2019-03-02T10:35:30.000Z,,
Very good service,Norma,Rated 5 out of 5 stars,US,1 review,2019-03-02T10:31:57.000Z,,
The phone replacement is not working…,Dzung,Rated 2 out of 5 stars,US,3 reviews,2019-03-02T10:15:30.000Z,,The phone replacement is not working right
EVERYTHING WAS GREAT,Angel,Rated 4 out of 5 stars,US,1 review,2019-03-02T07:31:10.000Z,,"EVERYTHING WAS GREAT, EXCEPT FED EX DELAYED MY PACKAGE BY A DAY, AND DIDN'T HAVE THE COURTESY TO DELIVER FIRST THING IN THE MORNING."
Professional staff and handling claim…,Xee,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T07:01:31.000Z,,Professional staff and handling claim past.
Easy and fast!,Mike,Rated 5 out of 5 stars,US,1 review,2019-03-02T05:55:58.000Z,,Handled very quickly and it was super easy to return old device. Thanks!
Your response was rapid and friendly,JULIET R,Rated 5 out of 5 stars,US,1 review,2019-03-02T04:55:27.000Z,,Your response was rapid and friendly. Thank you!
Awesome Service,JASMINE C,Rated 5 out of 5 stars,US,1 review,2019-03-02T04:51:50.000Z,,Got my watch super fast and the agent I spoke with was super helpful!
iPhone,Maria,Rated 5 out of 5 stars,US,1 review,2019-03-02T04:38:10.000Z,,Great service! Very fast
Everything was great,TAMMY C,Rated 5 out of 5 stars,US,1 review,2019-03-02T04:36:54.000Z,,"Everything was great.  The service,  the shipment,  everything."
Phone came right away but it’s was…,Robert,Rated 3 out of 5 stars,US,1 review,2019-03-02T04:16:31.000Z,,Phone came right away but it’s was freezing before starting to work properly
Great I got a phone the next day,AAREN B,Rated 3 out of 5 stars,US,1 review,2019-03-02T04:09:22.000Z,,Great I got a phone the next day . But had difficulties to set it up
I actually was quite surprised at how…,Amy M,Rated 5 out of 5 stars,US,3 reviews,2019-03-02T03:56:51.000Z,,I actually was quite surprised at how easy the replacement of my damaged phone was & the phone came within two days! Thank you so much!
Great company,Tasha,Rated 5 out of 5 stars,US,1 review,2019-03-02T03:31:38.000Z,,"Great Service, my phone wad delivered the next day"
The AT&T agent at the store did a great…,Madeline,Rated 5 out of 5 stars,US,1 review,2019-03-02T03:31:13.000Z,,The AT&T agent at the store did a great job got my phone set it up ......Your company delivered in 3 days . Att helped set up ..I will say I had to call AT&T  again because I was not aware of certain things about setting up and that agent was really really super great so thank you because losing a phone you feel violated
Painless experience,Kenneth,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T03:12:19.000Z,,Fast shipping and straight forward process
I got phone fast like they said no…,Steven,Rated 4 out of 5 stars,US,1 review,2019-03-02T03:11:37.000Z,,I got phone fast like they said no problems thanks alot
The process was quick and easy online.,TAKENYA P,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T03:10:39.000Z,,The process was quick and easy online.Thank you!
Berry,Marcela,Rated 4 out of 5 stars,US,1 review,2019-03-02T02:29:36.000Z,,Berry. Good Thank.
Everything was there that I needed to send it back making it super easy,Amber,Rated 5 out of 5 stars,US,1 review,2019-03-02T02:22:06.000Z,,Everything that I needed to ship it back was sent with the phone making it super easy
Fantastic service easy claims setup…,Seth N,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T02:19:53.000Z,,Fantastic service easy claims setup quick shipping. All around a great turn around.
Great and fast service,Najmeddin,Rated 5 out of 5 stars,US,2 reviews,2019-03-02T01:47:24.000Z,,Great and fast service. I received my replacement phone the very next day!
EXceptional service,Robert,Rated 5 out of 5 stars,US,1 review,2019-03-02T01:39:54.000Z,,EXceptional service.  Amazingly quick and professional.
Phone damage,Ernest,Rated 5 out of 5 stars,US,1 review,2019-03-02T01:26:44.000Z,,It was simple and easy to get our new phone. Took 48 hours to get it to our house and restore all of our photos.
Awesome,Thomas,Rated 5 out of 5 stars,US,1 review,2019-03-02T01:26:20.000Z,,"Fast, and curtious and responsive."
I am very happy with my new Samsung…,Matthew,Rated 5 out of 5 stars,US,1 review,2019-03-02T01:17:37.000Z,,I am very happy with my new Samsung Galaxy s8 active. The person that helped me out was very nice and very helpful. Thank you
Awesome,Karyn G ,Rated 5 out of 5 stars,US,5 reviews,2019-03-02T01:10:56.000Z,,Awesome Made a very sad situation much better woth your quick professional service and great techs to help with the new phone
When my address wasn't accepted I was…,Tracy,Rated 5 out of 5 stars,US,1 review,2019-03-02T00:51:31.000Z,,When my address wasn't accepted I was able to easily chat with an online representative who immediately solved the problem and we received our replacement very quickly within the two-day specified.  Very nice thank you!
Agent was eager to help,Cheneace,Rated 5 out of 5 stars,US,1 review,2019-03-02T00:42:46.000Z,,
Phone came rthe next day.was very…,Sonja,Rated 5 out of 5 stars,US,1 review,2019-03-02T00:22:26.000Z,,Phone came rthe next day.was very please.
Very fast and responsive.,Anthony,Rated 5 out of 5 stars,US,1 review,2019-03-02T00:17:25.000Z,,
Nice people and profensional response.,John,Rated 5 out of 5 stars,US,1 review,2019-03-02T00:05:17.000Z,,Nice people and profesional response.
replacement process was fast and easy,Cloud Heating And Air Conditioning,Rated 5 out of 5 stars,US,2 reviews,2019-03-01T22:40:11.000Z,,"replacement process was fast and easy, thank you!"
Quick and great service,Bridgette,Rated 5 out of 5 stars,US,1 review,2019-03-01T22:14:53.000Z,,
Super Easy,George,Rated 5 out of 5 stars,US,1 review,2019-03-01T22:12:50.000Z,,"Easy, quick and painless."
Convenience was paramount,Ichel,Rated 5 out of 5 stars,US,1 review,2019-03-01T22:03:57.000Z,,Convenience was paramount! It’s like they knew I needed a phone bad and got it in my hands almost immediately without any hiccups.
Great experience!!,Paul,Rated 5 out of 5 stars,US,1 review,2019-03-01T21:40:13.000Z,,
THe rep  was very knowledgable.,LaTrisha,Rated 5 out of 5 stars,US,1 review,2019-03-01T21:25:18.000Z,,
Always fast efficient shipping and…,Jen,Rated 5 out of 5 stars,US,1 review,2019-03-01T21:13:31.000Z,,Always fast efficient shipping and service
Quick and easy,Todd Erber,Rated 4 out of 5 stars,US,2 reviews,2019-03-01T20:26:15.000Z,,Quick and easy. Just did not realize I was getting a refurbished phone..
Awesome service,James,Rated 5 out of 5 stars,US,1 review,2019-03-01T20:25:16.000Z,,Awesome service.  Received new phone
Great service,Robert M Wallach,Rated 5 out of 5 stars,US,2 reviews,2019-03-01T20:21:06.000Z,,Great serviceA little over complicatedBut your people are great
Very quick turn around,Paul Duvall Trucking,Rated 5 out of 5 stars,US,1 review,2019-03-01T20:09:45.000Z,,"Very quick turn around, went to at&t store with phone ptooblem os sat received replacement monday at noon."
Easy and fast,norma,Rated 5 out of 5 stars,US,3 reviews,2019-03-01T19:50:37.000Z,,
The phone arrived very quickly,Ryan,Rated 4 out of 5 stars,US,1 review,2019-03-01T19:45:03.000Z,,The phone arrived very quickly. I have used the phone for only a couple phone calls and people have told me they hear a crackling when I talk so I am not sure if it’s the phone or my connection. Thank you Ryan
Great service,STUART S,Rated 5 out of 5 stars,US,2 reviews,2019-03-01T19:16:08.000Z,,Great service.  Don't leave your house without it..
Incredible fast process to get the new…,Davin,Rated 5 out of 5 stars,US,1 review,2019-03-01T19:12:38.000Z,,Incredible fast process to get the new iphone.
Great costume service,Virgen,Rated 4 out of 5 stars,US,1 review,2019-03-01T18:06:20.000Z,,Great costume service! Recieved my phone the next day!😊
Super quick service,Clifford,Rated 5 out of 5 stars,US,1 review,2019-03-01T18:02:44.000Z,,"Super quick service.  My son had his mobile phone replaced via insurance.  Filed the claim Thursday night, and received the new phone Saturday.  Thank you!"
Some call reps are really good and…,Fannie,Rated 3 out of 5 stars,US,1 review,2019-03-01T17:32:58.000Z,,Some call reps are really good and helpful but some of them don't really care too much of assisting a costumer.
Great insurance company.,Chris,Rated 5 out of 5 stars,US,2 reviews,2019-03-01T17:26:49.000Z,,
Best experience ever,JAMES G,Rated 5 out of 5 stars,US,2 reviews,2019-03-01T16:53:53.000Z,,Best experience ever. Very easy and quick
"Easy to,work with.",WENDY L,Rated 5 out of 5 stars,US,3 reviews,2019-03-01T15:54:23.000Z,,
The process was easy and smooth,RACHEL G,Rated 5 out of 5 stars,US,1 review,2019-03-01T15:41:02.000Z,,The process was easy and smooth. Thanks.
It was a great experience,Vereta,Rated 5 out of 5 stars,US,1 review,2019-03-01T15:14:43.000Z,,It was a great experience! I would highly recommend to my family and friends.
Excellent service,BRENDAN M,Rated 5 out of 5 stars,US,1 review,2019-03-01T15:04:17.000Z,,Service was exceptional!
Thank you,JJ,Rated 4 out of 5 stars,US,1 review,2019-03-01T14:57:05.000Z,,Thank you!!!~~!!!!
I am so thankful for the immediate…,FELIX L,Rated 5 out of 5 stars,US,4 reviews,2019-03-01T14:43:45.000Z,,"I am so thankful for the immediate response,"
great service,EDUARDO H,Rated 5 out of 5 stars,US,1 review,2019-03-01T14:31:07.000Z,,"great service, I was very happy"
Disappointed with the replacement…,Rhonda,Rated 3 out of 5 stars,US,1 review,2019-03-01T14:04:51.000Z,,Disappointed with the replacement phone. Will not replace with the same color purchased and didn’t provide insurance for the phone.  I had no idea of the difference.
Was told could use my old sims card and…,s g,Rated 2 out of 5 stars,US,1 review,2019-03-01T12:30:19.000Z,,Was told could use my old sims card and old sd card. Had to go to store for someone to help me. Then I was able to talk on the phone.
Super fast service,KYLE P,Rated 5 out of 5 stars,HN,1 review,2019-03-01T10:02:25.000Z,,Super fast service. Great customer service to help with set up. Very pleased!!
Great customer service.,JIM G,Rated 5 out of 5 stars,US,1 review,2019-03-01T06:16:48.000Z,,
I contacted the company and they sent…,NIA J,Rated 5 out of 5 stars,US,1 review,2019-03-01T06:00:32.000Z,,I contacted the company and they sent out a replacement phone right away. I also want to say sending much needed replacement accessories is definitely a plus.
